County, North, East, South, West
Stone:36.99581,-93.30436,36.49814,-93.61285
Sullivan:40.38632,-92.85551,40.0331,-93.36731
Taney:36.81687,-92.76487,36.49764,-93.31533
Texas:37.60524,-91.64663,37.04881,-92.25287
Vernon:38.06006,-94.05828,37.63972,-94.61792
Warren:38.99276,-90.95854,38.54754,-91.41864
Washington:38.20663,-90.63998,37.73452,-91.10002
Wayne:37.31759,-90.11046,36.92151,-90.77955
Webster:37.48738,-92.67935,37.06705,-93.07677
Worth:40.5719,-94.21417,40.38425,-94.6323
Wright:37.48154,-92.24776,37.05965,-92.69192
