County,Coordinates
Saipan,145.75,15.06592 145.74419,15.023 145.74416,15.02291 145.70731,15.05119 145.70638,15.05182 145.66374,15.0844 145.66341,15.08477 145.65591,15.09814 145.65552,15.09876 145.65482,15.09916 145.64264,15.10693 145.62689,15.11037 145.62493,15.11089 145.5726,15.12502 145.63317,15.13594 145.64873,15.14036 145.65405,15.14585 145.65592,15.14778 145.6569,15.14879 145.65743,15.14934 145.65818,15.15014 145.66044,15.15254 145.6618,15.15399 145.66499,15.15738 145.66551,15.15794 145.66856,15.16118 145.67491,15.1722 145.67708,15.17628 145.67757,15.17767 145.67826,15.17954 145.6815,15.18685 145.68227,15.18858 145.68459,15.19384 145.68697,15.19755 145.68726,15.22669 145.68844,15.23628 145.68914,15.23801 145.6917,15.24701 145.69376,15.25 145.69506,15.25203 145.70851,15.27527 145.72008,15.29128 145.72033,15.29163 145.7211,15.29269 145.72135,15.29305 145.72642,15.3001 145.73543,15.31265 145.74344,15.31961 145.75,15.3253 145.75206,15.32702 145.76427,15.33464 145.78181,15.34835 145.79302,15.3547 145.80285,15.35783 145.81907,15.35542 145.83355,15.35528 145.84287,15.35364 145.85281,15.35189 145.86652,15.3417 145.8675,15.34095 145.875,15.33517 145.87598,15.3345 145.89063,15.31456 145.89635,15.30873 145.90124,15.2948 145.90734,15.2839 145.90936,15.27408 145.90552,15.25777 145.9028,15.25188 145.90212,15.25 145.89189,15.21991 145.88294,15.19735 145.88086,15.19564 145.88049,15.19517 145.88048,15.19508 145.87985,15.19326 145.87987,15.18128 145.88004,15.17794 145.87882,15.17608 145.87881,15.17542 145.87876,15.17345 145.87875,15.17279 145.87864,15.1682 145.87862,15.16735 145.87595,15.15472 145.875,15.15024 145.87916,15.1451 145.87598,15.13544 145.86493,15.13019 145.86349,15.12837 145.85976,15.12376 145.85474,15.12221 145.84772,15.12055 145.84273,15.12019 145.83741,15.12007 145.83872,15.11599 145.83733,15.11093 145.83662,15.10737 145.83491,15.10343 145.83389,15.10194 145.82951,15.09726 145.8258,15.0924 145.82077,15.08867 145.81507,15.084 145.8087,15.07897 145.80268,15.07562 145.79602,15.07359 145.7877,15.07213 145.77639,15.07031 145.76542,15.06905 145.75295,15.06719 145.75139,15.06728 145.75007,15.0666
Tinian,145.53396,15.08725 145.53502,15.08921 145.53508,15.08928 145.5726,15.12502 145.62493,15.11089 145.62689,15.11037 145.64264,15.10693 145.65482,15.09916 145.65552,15.09876 145.65591,15.09814 145.66341,15.08477 145.66374,15.0844 145.70638,15.05182 145.70731,15.05119 145.74416,15.02291 145.74348,15.02134 145.7431,15.01875 145.74307,15.01845 145.74269,15.01421 145.74286,15.00577 145.7429,15.00462 145.74307,15.0 145.74322,15.0 145.7462,14.99174 145.74576,14.99035 145.74604,14.98895 145.7469,14.98476 145.74719,14.98336 145.74758,14.98142 145.74775,14.97121 145.74398,14.95925 145.74151,14.95138 145.73076,14.9173 145.71091,14.89457 145.70932,14.89275 145.70159,14.88219 145.69582,14.875 145.69467,14.87313 145.68374,14.86423 145.67122,14.86 145.65708,14.85826 145.65313,14.85737 145.6491,14.84964 145.64137,14.83233 145.63269,14.81907 145.6266,14.81353 145.625,14.81154 145.61647,14.80084 145.59172,14.78143 145.56206,14.7738 145.53262,14.77269 145.50773,14.77937 145.50324,14.7841 145.50279,14.78458 145.50223,14.78519 145.50056,14.78701 145.5,14.78762 145.49393,14.79023 145.48268,14.79921 145.47256,14.81914 145.46785,14.83708 145.46822,14.85334 145.4702,14.86488 145.4744,14.875 145.47536,14.87699 145.47607,14.87844 145.48935,14.8987 145.5,14.90609 145.50244,14.90742 145.50243,14.90734 145.52734,14.91944 145.52735,14.91945 145.54076,14.9266 145.55224,14.93272 145.56289,14.93428 145.55806,14.93765 145.54498,14.9468 145.54101,14.94958 145.53484,14.95791 145.52476,14.97145 145.51569,14.99128 145.51559,14.99149 145.51322,15.0 145.51323,15.00134 145.5136,15.02683 145.51832,15.05628
Northern Islands,145.625,16.28054 145.6038,16.28936 145.58463,16.30034 145.57507,16.30581 145.56008,16.34125 145.55884,16.37415 145.57133,16.40199 145.58852,16.4161 145.59756,16.42351 145.625,16.4425 145.64964,16.44965 145.65461,16.4511 145.67571,16.45235 145.72075,16.44828 145.72588,16.44642 145.75,16.43765 145.76,16.42732 145.76478,16.42237 145.77088,16.41228 145.77835,16.389 145.78012,16.3835 145.78138,16.375 145.78282,16.35992 145.78272,16.35947 145.78187,16.35585 145.7725,16.33397 145.76764,16.32396 145.76158,16.31848 145.75,16.30802 145.73291,16.29331 145.72887,16.29099 145.72412,16.28826 145.70784,16.27973 145.70231,16.27658 145.69319,16.27399 145.67757,16.27349 145.6513,16.27375 145.64991,16.27376
Rota,145.05897,14.125 145.06302,14.1379 145.06362,14.13894 145.07524,14.15911 145.09146,14.16874 145.09105,14.17074 145.08937,14.17904 145.0904,14.18521 145.09078,14.18702 145.09194,14.19363 145.103,14.20684 145.11431,14.21691 145.12611,14.22278 145.12845,14.22434 145.14309,14.23132 145.15699,14.23515 145.17833,14.23502 145.18708,14.24276 145.1969,14.25 145.20139,14.25375 145.21679,14.26191 145.21747,14.26208 145.23562,14.2666 145.24895,14.26691 145.25411,14.2666 145.26381,14.2662 145.27106,14.26232 145.27658,14.25431 145.28362,14.25517 145.28623,14.25549 145.30453,14.25628 145.30753,14.2558 145.31181,14.25511 145.3192,14.25392 145.32426,14.25172 145.32824,14.25 145.32976,14.24937 145.3517,14.24441 145.365,14.22661 145.37448,14.20082 145.37248,14.17749 145.37141,14.17013 145.37084,14.16922 145.36944,14.1672 145.36411,14.1591 145.34918,14.13641 145.34957,14.13451 145.35149,14.125 145.3499,14.12125 145.33964,14.10828 145.32555,14.0989 145.31205,14.09417 145.29914,14.09194 145.29576,14.08442 145.28456,14.07111 145.27392,14.06399 145.26074,14.05866 145.25477,14.05725 145.2526,14.05718 145.25,14.05659 145.24366,14.05525 145.23302,14.05253 145.22308,14.0545 145.21956,14.05598 145.21309,14.05211 145.19725,14.04274 145.17799,14.03656 145.15973,14.04303 145.15137,14.04285 145.13945,14.03916 145.13334,14.03934 145.12732,14.04411 145.125,14.04424 145.11169,14.04557 145.09691,14.04705 145.07775,14.06041 145.07667,14.06199 145.06918,14.07307 145.06806,14.07471 145.06541,14.07863 145.06505,14.07981 145.06446,14.08171 145.06444,14.08305 145.0596,14.09907 145.05805,14.1144
